user_id,group,ad_impressions,converted,revenue
T396,Test,8,0,0.0
T397,Test,2,0,0.0
T398,Test,4,0,0.0
T399,Test,6,0,0.0
T400,Test,3,0,0.0
T401,Test,5,1,22.82
T402,Test,5,0,0.0
T403,Test,2,0,0.0
T404,Test,11,0,0.0
T405,Test,4,0,0.0
T406,Test,9,0,0.0
T407,Test,5,0,0.0
T408,Test,5,1,37.45
T409,Test,3,0,0.0
T410,Test,6,0,0.0
T411,Test,8,0,0.0
T412,Test,5,0,0.0
T413,Test,2,0,0.0
T414,Test,8,0,0.0
T415,Test,9,0,0.0
T416,Test,3,0,0.0
T417,Test,8,0,0.0
T418,Test,3,0,0.0
T419,Test,1,0,0.0
T420,Test,3,0,0.0
T421,Test,2,0,0.0
T422,Test,7,0,0.0
T423,Test,9,0,0.0
T424,Test,6,0,0.0
T425,Test,5,0,0.0
T426,Test,11,0,0.0
T427,Test,9,0,0.0
T428,Test,3,0,0.0
T429,Test,3,0,0.0
T430,Test,6,0,0.0
T431,Test,4,0,0.0
T432,Test,5,0,0.0
T433,Test,4,0,0.0
T434,Test,3,0,0.0
T435,Test,4,0,0.0
T436,Test,4,0,0.0
T437,Test,7,0,0.0
T438,Test,4,0,0.0
T439,Test,6,0,0.0
T440,Test,4,0,0.0
T441,Test,3,0,0.0
T442,Test,4,0,0.0
T443,Test,2,0,0.0
T444,Test,7,0,0.0
T445,Test,8,0,0.0
T446,Test,6,0,0.0
T447,Test,1,0,0.0
T448,Test,5,0,0.0
T449,Test,1,0,0.0
T450,Test,4,0,0.0
T451,Test,2,0,0.0
T452,Test,2,0,0.0
T453,Test,9,0,0.0
T454,Test,5,0,0.0
T455,Test,7,0,0.0
T456,Test,6,0,0.0
T457,Test,2,0,0.0
T458,Test,4,0,0.0
T459,Test,4,0,0.0
T460,Test,5,0,0.0
T461,Test,5,0,0.0
T462,Test,9,0,0.0
T463,Test,9,0,0.0
T464,Test,4,0,0.0
T465,Test,0,0,0.0
T466,Test,3,0,0.0
T467,Test,4,1,23.45
T468,Test,5,0,0.0
T469,Test,6,0,0.0
T470,Test,4,0,0.0
T471,Test,5,0,0.0
T472,Test,2,0,0.0
T473,Test,5,0,0.0
T474,Test,8,0,0.0
T475,Test,6,0,0.0
T476,Test,6,0,0.0
T477,Test,6,0,0.0
T478,Test,4,0,0.0
T479,Test,1,0,0.0
T480,Test,1,0,0.0
T481,Test,7,0,0.0
T482,Test,5,0,0.0
T483,Test,9,0,0.0
T484,Test,3,0,0.0
T485,Test,4,0,0.0
T486,Test,8,0,0.0
T487,Test,4,0,0.0
T488,Test,5,0,0.0
T489,Test,2,0,0.0
T490,Test,3,0,0.0
T491,Test,10,0,0.0
T492,Test,7,0,0.0
T493,Test,2,0,0.0
T494,Test,5,0,0.0
T495,Test,5,0,0.0
T496,Test,8,0,0.0
T497,Test,11,0,0.0
T498,Test,7,0,0.0
T499,Test,4,0,0.0
T500,Test,4,0,0.0
T501,Test,8,0,0.0
T502,Test,5,0,0.0
T503,Test,6,0,0.0
T504,Test,6,0,0.0
T505,Test,5,0,0.0
T506,Test,6,0,0.0
T507,Test,3,0,0.0
T508,Test,7,0,0.0
T509,Test,3,0,0.0
T510,Test,3,0,0.0
T511,Test,3,0,0.0
T512,Test,5,0,0.0
T513,Test,3,0,0.0
T514,Test,4,0,0.0
T515,Test,9,0,0.0
T516,Test,7,0,0.0
T517,Test,4,0,0.0
T518,Test,6,0,0.0
T519,Test,3,0,0.0
T520,Test,6,0,0.0
T521,Test,5,0,0.0
T522,Test,4,0,0.0
T523,Test,7,1,20.71
T524,Test,3,0,0.0
T525,Test,6,0,0.0
T526,Test,5,0,0.0
T527,Test,6,0,0.0
T528,Test,4,0,0.0
T529,Test,3,0,0.0
T530,Test,4,0,0.0
T531,Test,6,0,0.0
T532,Test,3,0,0.0
T533,Test,3,0,0.0
T534,Test,8,0,0.0
T535,Test,3,0,0.0
T536,Test,4,0,0.0
T537,Test,6,0,0.0
T538,Test,4,0,0.0
T539,Test,9,0,0.0
T540,Test,8,1,30.18
T541,Test,5,0,0.0
T542,Test,4,0,0.0
T543,Test,11,0,0.0
T544,Test,5,1,21.41
T545,Test,3,0,0.0
T546,Test,3,0,0.0
T547,Test,8,0,0.0
T548,Test,5,0,0.0
T549,Test,7,0,0.0
T550,Test,7,0,0.0
T551,Test,6,0,0.0
T552,Test,6,0,0.0
T553,Test,4,0,0.0
T554,Test,7,0,0.0
T555,Test,4,0,0.0
T556,Test,2,0,0.0
T557,Test,6,0,0.0
T558,Test,12,0,0.0
T559,Test,8,0,0.0
T560,Test,3,0,0.0
T561,Test,8,1,34.54
T562,Test,5,0,0.0
T563,Test,4,0,0.0
T564,Test,4,0,0.0
T565,Test,4,1,23.54
T566,Test,6,0,0.0
T567,Test,2,0,0.0
T568,Test,2,0,0.0
T569,Test,6,0,0.0
T570,Test,3,0,0.0
T571,Test,5,0,0.0
T572,Test,3,0,0.0
T573,Test,3,0,0.0
T574,Test,5,0,0.0
T575,Test,4,0,0.0
T576,Test,7,0,0.0
T577,Test,7,0,0.0
T578,Test,3,0,0.0
T579,Test,8,0,0.0
T580,Test,5,0,0.0
T581,Test,4,0,0.0
T582,Test,4,0,0.0
T583,Test,3,0,0.0
T584,Test,9,0,0.0
T585,Test,5,0,0.0
T586,Test,3,0,0.0
T587,Test,5,0,0.0
T588,Test,2,0,0.0
T589,Test,5,0,0.0
T590,Test,4,0,0.0
T591,Test,5,0,0.0
T592,Test,7,0,0.0
T593,Test,4,0,0.0
T594,Test,4,0,0.0
T595,Test,7,0,0.0
T596,Test,1,1,22.42
T597,Test,6,0,0.0
T598,Test,3,0,0.0
T599,Test,8,0,0.0
T600,Test,5,0,0.0
T601,Test,9,0,0.0
T602,Test,4,0,0.0
T603,Test,4,0,0.0
T604,Test,4,0,0.0
T605,Test,3,0,0.0
T606,Test,8,0,0.0
T607,Test,3,0,0.0
T608,Test,5,0,0.0
T609,Test,4,0,0.0
T610,Test,4,0,0.0
T611,Test,5,0,0.0
T612,Test,5,0,0.0
T613,Test,7,0,0.0
T614,Test,3,0,0.0
T615,Test,5,0,0.0
T616,Test,5,0,0.0
T617,Test,3,0,0.0
T618,Test,7,0,0.0
T619,Test,6,0,0.0
T620,Test,7,0,0.0
T621,Test,3,0,0.0
T622,Test,5,0,0.0
T623,Test,5,0,0.0
T624,Test,9,0,0.0
T625,Test,2,0,0.0
T626,Test,4,0,0.0
T627,Test,2,0,0.0
T628,Test,3,0,0.0
T629,Test,3,0,0.0
T630,Test,6,0,0.0
T631,Test,3,0,0.0
T632,Test,3,0,0.0
T633,Test,3,0,0.0
T634,Test,5,0,0.0
T635,Test,5,1,33.78
T636,Test,5,0,0.0
T637,Test,2,0,0.0
T638,Test,5,0,0.0
T639,Test,7,0,0.0
T640,Test,7,0,0.0
T641,Test,2,0,0.0
T642,Test,6,0,0.0
T643,Test,7,0,0.0
T644,Test,5,0,0.0
T645,Test,3,0,0.0
T646,Test,9,0,0.0
T647,Test,4,0,0.0
T648,Test,2,0,0.0
T649,Test,4,0,0.0
T650,Test,4,0,0.0
T651,Test,9,0,0.0
T652,Test,5,0,0.0
T653,Test,3,0,0.0
T654,Test,2,0,0.0
T655,Test,4,0,0.0
T656,Test,9,0,0.0
T657,Test,4,0,0.0
T658,Test,6,0,0.0
T659,Test,8,0,0.0
T660,Test,5,0,0.0
T661,Test,4,0,0.0
T662,Test,8,0,0.0
T663,Test,3,0,0.0
T664,Test,9,0,0.0
T665,Test,6,0,0.0
T666,Test,7,0,0.0
T667,Test,5,0,0.0
T668,Test,6,0,0.0
T669,Test,7,0,0.0
T670,Test,6,0,0.0
T671,Test,7,0,0.0
T672,Test,1,0,0.0
T673,Test,7,0,0.0
T674,Test,3,0,0.0
T675,Test,7,0,0.0
T676,Test,8,0,0.0
T677,Test,3,0,0.0
T678,Test,4,0,0.0
T679,Test,5,0,0.0
T680,Test,2,0,0.0
T681,Test,2,0,0.0
T682,Test,8,0,0.0
T683,Test,9,0,0.0
T684,Test,1,0,0.0
T685,Test,4,0,0.0
T686,Test,2,0,0.0
T687,Test,7,0,0.0
T688,Test,3,0,0.0
T689,Test,4,0,0.0
T690,Test,4,0,0.0
T691,Test,4,0,0.0
T692,Test,8,0,0.0
T693,Test,4,0,0.0
T694,Test,5,0,0.0
T695,Test,2,0,0.0
T696,Test,3,0,0.0
T697,Test,5,0,0.0
T698,Test,3,0,0.0
T699,Test,6,0,0.0
T700,Test,5,0,0.0
T701,Test,6,0,0.0
T702,Test,4,0,0.0
T703,Test,3,0,0.0
T704,Test,3,0,0.0
T705,Test,3,0,0.0
T706,Test,3,0,0.0
T707,Test,6,0,0.0
T708,Test,9,0,0.0
T709,Test,7,0,0.0
T710,Test,8,0,0.0
T711,Test,6,0,0.0
T712,Test,7,0,0.0
T713,Test,7,0,0.0
T714,Test,5,0,0.0
T715,Test,0,0,0.0
T716,Test,7,0,0.0
T717,Test,5,0,0.0
T718,Test,5,0,0.0
T719,Test,5,0,0.0
T720,Test,5,0,0.0
T721,Test,9,0,0.0
T722,Test,5,0,0.0
T723,Test,9,0,0.0
T724,Test,6,0,0.0
T725,Test,6,0,0.0
T726,Test,3,0,0.0
T727,Test,2,0,0.0
T728,Test,6,0,0.0
T729,Test,2,0,0.0
T730,Test,4,0,0.0
T731,Test,1,0,0.0
T732,Test,2,0,0.0
T733,Test,3,0,0.0
T734,Test,4,0,0.0
T735,Test,8,0,0.0
T736,Test,5,0,0.0
T737,Test,7,0,0.0
T738,Test,2,0,0.0
T739,Test,4,0,0.0
T740,Test,7,0,0.0
T741,Test,7,0,0.0
T742,Test,2,0,0.0
T743,Test,3,0,0.0
T744,Test,2,0,0.0
T745,Test,6,0,0.0
T746,Test,7,0,0.0
T747,Test,6,0,0.0
T748,Test,8,0,0.0
T749,Test,5,0,0.0
T750,Test,3,0,0.0
T751,Test,4,0,0.0
T752,Test,6,0,0.0
T753,Test,1,0,0.0
T754,Test,3,0,0.0
T755,Test,10,0,0.0
T756,Test,4,0,0.0
T757,Test,5,0,0.0
T758,Test,3,0,0.0
T759,Test,4,0,0.0
T760,Test,8,0,0.0
T761,Test,3,0,0.0
T762,Test,3,1,24.61
T763,Test,3,0,0.0
T764,Test,9,0,0.0
T765,Test,4,0,0.0
T766,Test,3,0,0.0
T767,Test,4,0,0.0
T768,Test,5,0,0.0
T769,Test,5,0,0.0
T770,Test,8,0,0.0
T771,Test,9,0,0.0
T772,Test,5,0,0.0
T773,Test,5,0,0.0
T774,Test,1,0,0.0
T775,Test,8,0,0.0
T776,Test,4,0,0.0
T777,Test,7,0,0.0
T778,Test,3,0,0.0
T779,Test,4,0,0.0
T780,Test,9,0,0.0
T781,Test,3,0,0.0
T782,Test,3,0,0.0
T783,Test,3,0,0.0
T784,Test,3,0,0.0
T785,Test,7,0,0.0
T786,Test,2,0,0.0
T787,Test,6,0,0.0
T788,Test,1,0,0.0
T789,Test,9,0,0.0
T790,Test,6,0,0.0
T791,Test,5,0,0.0
T792,Test,4,0,0.0
T793,Test,5,0,0.0
T794,Test,7,0,0.0
T795,Test,2,0,0.0
T796,Test,5,0,0.0
T797,Test,4,0,0.0
T798,Test,4,0,0.0
T799,Test,3,0,0.0
T800,Test,6,0,0.0
T801,Test,4,0,0.0
T802,Test,8,0,0.0
T803,Test,4,0,0.0
T804,Test,4,0,0.0
T805,Test,5,0,0.0
T806,Test,6,0,0.0
T807,Test,5,0,0.0
T808,Test,7,0,0.0
T809,Test,4,0,0.0
T810,Test,4,0,0.0
T811,Test,2,0,0.0
T812,Test,3,0,0.0
T813,Test,5,0,0.0
T814,Test,6,0,0.0
T815,Test,6,0,0.0
T816,Test,7,0,0.0
T817,Test,3,0,0.0
T818,Test,5,0,0.0
T819,Test,6,0,0.0
T820,Test,7,0,0.0
T821,Test,5,0,0.0
T822,Test,7,0,0.0
T823,Test,2,0,0.0
T824,Test,4,0,0.0
T825,Test,8,0,0.0
T826,Test,6,0,0.0
T827,Test,8,0,0.0
T828,Test,7,0,0.0
T829,Test,3,0,0.0
T830,Test,4,0,0.0
T831,Test,5,0,0.0
T832,Test,1,0,0.0
T833,Test,8,0,0.0
T834,Test,4,0,0.0
T835,Test,4,0,0.0
T836,Test,6,0,0.0
T837,Test,7,0,0.0
T838,Test,3,0,0.0
T839,Test,10,0,0.0
T840,Test,1,0,0.0
T841,Test,4,0,0.0
T842,Test,6,0,0.0
T843,Test,3,1,28.8
T844,Test,6,0,0.0
T845,Test,8,0,0.0
T846,Test,9,0,0.0
T847,Test,4,0,0.0
T848,Test,5,0,0.0
T849,Test,4,0,0.0
T850,Test,6,0,0.0
T851,Test,4,0,0.0
T852,Test,6,0,0.0
T853,Test,5,0,0.0
T854,Test,1,0,0.0
T855,Test,3,0,0.0
T856,Test,5,0,0.0
T857,Test,8,0,0.0
T858,Test,7,0,0.0
T859,Test,3,0,0.0
T860,Test,3,0,0.0
T861,Test,3,0,0.0
T862,Test,2,0,0.0
T863,Test,5,0,0.0
T864,Test,6,0,0.0
T865,Test,7,0,0.0
T866,Test,5,0,0.0
T867,Test,4,0,0.0
T868,Test,6,0,0.0
T869,Test,4,0,0.0
T870,Test,8,0,0.0
T871,Test,7,0,0.0
T872,Test,4,0,0.0
T873,Test,5,0,0.0
T874,Test,6,0,0.0
T875,Test,4,0,0.0
T876,Test,5,0,0.0
T877,Test,6,0,0.0
T878,Test,5,0,0.0
T879,Test,7,0,0.0
T880,Test,0,0,0.0
T881,Test,5,0,0.0
T882,Test,3,0,0.0
T883,Test,6,0,0.0
T884,Test,7,0,0.0
T885,Test,2,0,0.0
T886,Test,4,0,0.0
T887,Test,5,0,0.0
T888,Test,2,0,0.0
T889,Test,4,0,0.0
T890,Test,4,0,0.0
T891,Test,3,0,0.0
T892,Test,7,0,0.0
T893,Test,6,0,0.0
T894,Test,3,0,0.0
T895,Test,5,0,0.0
T896,Test,4,0,0.0
T897,Test,7,0,0.0
T898,Test,10,0,0.0
T899,Test,4,0,0.0
T900,Test,2,0,0.0
T901,Test,5,0,0.0
T902,Test,6,0,0.0
T903,Test,4,0,0.0
T904,Test,7,0,0.0
T905,Test,6,0,0.0
T906,Test,4,0,0.0
T907,Test,6,0,0.0
T908,Test,7,0,0.0
T909,Test,3,0,0.0
T910,Test,2,0,0.0
T911,Test,3,0,0.0
T912,Test,5,0,0.0
T913,Test,6,0,0.0
T914,Test,3,0,0.0
T915,Test,5,0,0.0
T916,Test,3,0,0.0
T917,Test,5,0,0.0
T918,Test,4,0,0.0
T919,Test,5,0,0.0
T920,Test,6,0,0.0
T921,Test,8,0,0.0
T922,Test,4,0,0.0
T923,Test,5,0,0.0
T924,Test,7,0,0.0
T925,Test,6,0,0.0
T926,Test,6,0,0.0
T927,Test,1,0,0.0
T928,Test,4,0,0.0
T929,Test,8,0,0.0
T930,Test,6,0,0.0
T931,Test,9,0,0.0
T932,Test,5,0,0.0
T933,Test,7,0,0.0
T934,Test,3,0,0.0
T935,Test,3,0,0.0
T936,Test,7,1,27.75
T937,Test,4,0,0.0
T938,Test,3,0,0.0
T939,Test,5,0,0.0
T940,Test,6,0,0.0
T941,Test,3,0,0.0
T942,Test,4,0,0.0
T943,Test,6,1,27.49
T944,Test,3,0,0.0
T945,Test,4,0,0.0
T946,Test,5,0,0.0
T947,Test,7,0,0.0
T948,Test,7,0,0.0
T949,Test,7,0,0.0
T950,Test,6,0,0.0
T951,Test,5,0,0.0
T952,Test,8,0,0.0
T953,Test,6,0,0.0
T954,Test,10,0,0.0
T955,Test,3,0,0.0
T956,Test,4,0,0.0
T957,Test,6,0,0.0
T958,Test,3,0,0.0
T959,Test,6,0,0.0
T960,Test,2,0,0.0
T961,Test,4,0,0.0
T962,Test,8,0,0.0
T963,Test,7,0,0.0
T964,Test,5,0,0.0
T965,Test,5,0,0.0
T966,Test,5,0,0.0
T967,Test,3,0,0.0
T968,Test,5,0,0.0
T969,Test,4,0,0.0
T970,Test,2,0,0.0
T971,Test,5,0,0.0
T972,Test,7,0,0.0
T973,Test,5,0,0.0
T974,Test,3,0,0.0
T975,Test,10,0,0.0
T976,Test,4,0,0.0
T977,Test,6,0,0.0
T978,Test,2,0,0.0
T979,Test,6,0,0.0
T980,Test,6,0,0.0
T981,Test,5,0,0.0
T982,Test,5,0,0.0
T983,Test,5,0,0.0
T984,Test,4,0,0.0
T985,Test,6,0,0.0
T986,Test,5,0,0.0
T987,Test,5,0,0.0
T988,Test,4,0,0.0
T989,Test,4,0,0.0
T990,Test,6,0,0.0
T991,Test,3,0,0.0
T992,Test,2,0,0.0
T993,Test,6,0,0.0
T994,Test,5,0,0.0
T995,Test,3,0,0.0
T996,Test,4,0,0.0
T997,Test,9,0,0.0
